fecha,nombre,area,circuito,estructura,lat,long,observaciones,apoyoTipo,apoyoCantidad,configuracion,disposicion,altura,característicasPlaca,avifauna,avifaunaEquiposcrucetaSup,crucetaInf,bayonetaTipo,bayonetaObservaciones,templeteCant,templeteAvifauna,aisladorTipo,aisladorA,aisladorB,aisladorC,dpsA,dpsB,dpsC,seccionador,equiposAdicionalessptBajante,sptConexion,sptCantidad,sptEstado,medR,medP,fotoPath,,,,,
5/30/2025 10:20,,Jacana ,Jacana -  Cabrestero ,P-64J,,,,P,1,Pullover,14,null,No,Grapas ,null,,Sencilla,,2,2,Aislador,2,2,2,null,null,null,No,,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_102227_3465360806550027865.jpg,,,,,,
5/30/2025 10:15,,Jacana ,Jacana - Cabrestero ,P-65J,4.3861946,-72.7257862,,P,1,Retención,14,null,Sí,Grapas ,1,1,Doble,,2,null,Aislador,null,null,null,1,1,1,No,,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_102032_4383192404516443137.jpg,,,,,,
5/30/2025 10:12,,Jacana ,Jacana -Cabrestero ,P-66J,,,,P,1,Suspensión,14,null,No,,1,1,Sencilla,,null,null,Aislador,1,1,1,null,null,null,No,,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_101445_796414218128635733.jpg,,,,,,
5/30/2025 10:09,,Jacana ,Jacana -Cabrestero ,P-67J,4.3861946,-72.7257862,,P,1,Retención,14,null,Sí,Grapas ,1,1,Doble,,2,null,Aislador,null,null,null,null,null,null,No,,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_101245_8814726797058069079.jpg,,,,,,
5/30/2025 9:58,,Jacana ,Jacana - Cabrestero ,P-68J,,,Estructura terminal horizontal con seccionadores monopolares, premoldeados y dps para red subterránea del cruce de vía y cambio de costado del circuito ,P,1,Otro,14,null,Sí,Grapas, seccionadores monopolares Y dps,1,2,Doble,,1,1,Aislador,1,1,1,1,1,1,No,Seccionadores monopolares, premoldeados y dps ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_100908_5693228828545425170.jpg,,,
5/30/2025 9:51,,Jacana ,Jacana - Cabrestero ,P-69J,,,Estructura terminal horizontal con seccionadores monopolares, dps y premoldeados para subterranizar y cruce de vía y cambio de costado del circuito ,P,1,Otro,14,null,Sí,Grapas y dps ,1,2,Doble,,1,1,Aislador,1,1,1,1,1,1,Sí,Seccionadores monopolares, pds y premoldeados ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_095843_4049925259503447523.jpg,,,,
5/30/2025 9:48,,Jacana ,Jacana - Cabrestero ,P-70J,,,,P,1,Suspensión,14,null,No,,null,,Sencilla,,null,null,Aislador,1,1,1,null,null,null,No,,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_095051_5855229896304801808.jpg,,,,,,
5/30/2025 9:43,,Jacana ,Jacana - Cabrestero ,P-71J,4.3861946,-72.7257862,,P,1,Suspensión,14,null,No,,1,1,Sencilla,,null,null,Aislador,1,1,1,null,null,null,No,,null,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_094833_8351308014772966320.jpg,,,,,,
5/30/2025 9:39,,Jacana ,Jacana -Cabrestero,P-72J,4.3861946,-72.7257862,,P,1,Pullover,14,null,Sí,Grapas ,null,,Doble,,2,null,Aislador,null,null,null,null,null,null,No,,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_094255_3667893897656487740.jpg,,,,,,
5/30/2025 9:37,,Jacana ,Jacana - Cabrestero ,P-73J,4.38834,-72.7247952,,P,1,Pullover,14,1350,Sí,grapas ,null,,Doble,,1,null,Aislador,null,null,null,null,null,null,No,,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_093903_8636109426622706188.jpg,,,,,,
5/30/2025 9:33,,Jacana ,Jacana - Cabrestero ,P-74J,4.38834,-72.7247952,,P,1,Pullover,14,1350,Sí,Grapas ,null,,Doble,,1,null,Aislador,null,null,null,null,null,null,No,,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_093632_1747765125046565549.jpg,,,,,,
5/30/2025 9:28,,Jacana ,Jacana - Cabrestero ,P-75J,4.38834,-72.7247952,,P,1,Pullover,14,null,Sí,Grapas ,null,,Doble,,2,2,Aislador,null,null,null,null,null,null,No,,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_093252_861121110609543291.jpg,,,,,,
5/30/2025 9:21,,Jacana ,jacana - Cabrestero ,P-76J,4.38834,-72.7247952,,P,1,Suspensión,14,null,No,,1,1,Sencilla,,null,null,Aislador,null,null,null,1,1,1,No,dps,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_092823_6161720912084311606.jpg,,,,,,
5/30/2025 9:11,,Jacana ,Jacana - Cabrestero,P-77J,,,,P,1,Pullover,14,null,Sí,Grapas ,null,,Doble,,3,3,Aislador,null,null,null,null,null,null,No,,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_092050_5236020208784346217.jpg,,,,,,
5/30/2025 9:07,,Jacana ,Jacana - Cabrestero ,P-78J,4.387994,-72.7238966,Retención canadiense ,P,1,Retención,14,null,No,,1,1,Doble,,2,2,Aislador,null,null,null,null,null,null,No,,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_091106_1058209569030770063.jpg,,,,,,
5/30/2025 9:02,,Jacana ,Jacana - Cabrestero ,P-79J,4.387994,-72.7238966,,P,1,Pullover,14,1050,Sí,Grapas ,null,,Doble,,2,null,Aislador,null,null,null,null,null,null,No,,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_090715_3472237269360114154.jpg,,,,,,
5/30/2025 8:53,,Jacana ,Jacana - Cabrestero ,P-80J,4.3882569,-72.7237225,,P,1,Pullover,14,1050,Sí,Grapas,null,,Doble,,1,null,Aislador,null,null,null,null,null,null,No,,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_090134_239045538564425755.jpg,,,,,,
5/30/2025 8:49,,Jacana,Jacana - Cabrestero,P-81J,4.3882569,-72.7237225,Estructura pullover para conexión con pórtico Jacana 2,P,1,Pullover,14,1050,Sí,Grapas ,null,,Doble,,2,2,Aislador,null,null,null,null,null,null,No,,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250530_085332_7038109092262993531.jpg,,,,,,
5/29/2025 16:41,,,,,,,,P,null,Retención,null,null,No,,null,,Sencilla,,null,null,Aislador,null,null,null,null,null,null,No,,null,null,null,null,,,,,,,
5/29/2025 16:37,,R4,Bacano -R4 ,P-014,4.3476984,-72.7335938,Estructura en retención sobre una cruceta ,P,1,Retención,14,null,Sí,Grapas ,1,,Doble,,2,2,Cadenas de aisladores,null,null,null,null,null,null,No,linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_164010_5887150716265386482.jpg,,,,,,
5/29/2025 16:36,,R4,Bacano -R4 ,P-015,,,Estructura en retención sobre una ,P,1,Retención,14,null,Sí,Grapas ,1,,Doble,,1,null,Cadenas de aisladores,null,null,null,null,null,null,No,Linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_163727_1619505458405183477.jpg,,,,,,
5/29/2025 16:28,,R4,Bacano -R4 ,P-016,,,Estructura en retención en una cruceta con 1 dps en la fase de la mitad ,P,1,Retención,14,null,Sí,Grapas y dps ,1,,Doble,,1,1,Cadenas de aisladores,null,null,null,0,1,0,No,linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_163558_2049692588326045388.jpg,,,,,,
5/29/2025 16:25,,R4,Bacano -R4 ,P-017,,,Estructura en retención sobre una cruceta con 2 dps,P,1,Retención,14,1050,Sí,dps,1,,Doble,,1,1,Cadenas de aisladores,null,null,null,1,0,1,No,linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_162833_4227343777529179202.jpg,,,,,,
5/29/2025 16:22,,R4,Bacano -R4 ,P-018,,,Estructura en retención sobre una cruceta, Linepost en la parte superior del poste sin uso evidente ,P,1,Retención,null,null,Sí,Grapas y linepost ,1,,Doble,,null,null,Cadenas de aisladores,null,null,null,null,null,null,No,linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_162512_8275982570962387837.jpg,,,,,
5/29/2025 16:17,,R4,Bacano -R4 ,P-019,,,Estructura en retención sobre una cruceta ,P,1,Retención,null,null,Sí,Grapas ,1,,Doble,,2,2,Cadenas de aisladores,null,null,null,null,null,null,No,Linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_162236_4550041045624163794.jpg,,,,,,
5/29/2025 16:07,,R4,Bacano -R4 ,P-020,4.3476984,-72.7335938,Estructura en retención con doble configuración, por un costado (bacano) es triangular y por el otro costado (R4) es horizontal sobre una cruceta, se encuentran dos templetes rotos,P,1,Retención,14,null,No,Grapas y puentes ,1,1,Doble,,1,1,Cadenas de aisladores,null,null,null,null,null,null,No,linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_161711_4558120299050103127.jpg,,,,
5/29/2025 16:02,,Ponyo ,Ponyo-R4 ,P-022,4.3476984,-72.7335938,,P,1,Retención,null,1050,Sí,Grapas y linepost ,1,,Doble,,3,null,Cadenas de aisladores,null,null,null,null,null,null,No,Linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_160534_1102352782827823308.jpg,,,,,,
5/29/2025 16:00,,Ponyo ,Ponyo-R4 ,P-023,4.3476984,-72.7335938,,P,1,Suspensión,null,null,No,,1,1,Sencilla,,null,null,Cadenas de aisladores,1,1,1,null,null,null,No,,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_160247_5688822466290044155.jpg,,,,,,
5/29/2025 15:54,,Ponyo ,Ponyo-R4 ,P-024,4.3476984,-72.7335938,,P,1,Retención,null,null,Sí,grapas y linepost ,1,,Doble,,null,null,Cadenas de aisladores,null,null,null,null,null,null,No,linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_155945_5750798126436414204.jpg,,,,,,
5/29/2025 15:51,,Ponyo ,Ponyo-R4 ,P-025,4.3476984,-72.7335938,,P,1,Retención,null,null,Sí,grapas y linepost ,1,,Doble,,2,2,Aislador,null,null,null,null,null,null,No,linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_155401_6171628270837626978.jpg,,,,,,
5/29/2025 15:48,,Ponyo ,Ponyo-R4 ,P-026,4.3476984,-72.7335938,,P,1,Retención,null,null,Sí,grapas y linepost ,1,,Doble,,2,2,Cadenas de aisladores,null,null,null,null,null,null,No,linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_155112_4668518951599019856.jpg,,,,,,
5/29/2025 15:42,,Ponyo ,Ponyo-R4 ,P-027,,,,P,1,Retención,null,null,Sí,grapas, linepost y dps ,1,,Doble,,3,3,Cadenas de aisladores,null,null,null,1,1,1,No,linepost y dps ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_154511_1319810840231117559.jpg,,,,,
5/29/2025 15:38,,Ponyo ,Ponyo-R4 ,P-028,,,,P,1,Retención,null,null,Sí,linepost ,1,,Sencilla,,1,1,Cadenas de aisladores,null,null,null,null,null,null,No,linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_154150_3324731206207674406.jpg,,,,,,
5/29/2025 15:32,,Ponyo ,Ponyo-R4 ,P-029,,,Retención ,P,1,Retención,null,null,Sí,Grapas y linepost ,1,,Doble,,3,3,Cadenas de aisladores,null,null,null,null,null,null,No,linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_153801_92186076063431248.jpg,,,,,,
5/29/2025 15:26,,Ponyo ,Ponyo-R4 ,P-030,4.3476984,-72.7335938,Estructura en retención con derivación para cambio de ángulo, cadenas de aisladores externas de 6 discos ,P,1,Retención,16,1350,Sí,Grapas ,null,1,Doble,,2,2,Cadenas de aisladores,null,null,null,null,null,null,No,linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_153231_3145544223420824724.jpg,,,,,
5/29/2025 15:22,,Ponyo,Ponyo-R4 ,P-031,4.3476984,-72.7335938,Estructura en retención con cadena de aisladores de 8 discos en fase de la mitad ,P,1,Retención,14,null,No,grapas ,1,,Doble,,2,2,Cadenas de aisladores,null,null,null,null,null,null,No,,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_152622_2367665984100954164.jpg,,,,,,
5/29/2025 15:19,,Ponyo ,Ponyo-R4 ,P-032,4.3476984,-72.7335938,,P,1,Suspensión,14,null,No,,1,1,Sencilla,,null,null,Cadenas de aisladores,1,1,1,null,null,null,No,,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_152125_6225871199875326994.jpg,,,,,,
5/29/2025 15:14,,Ponyo ,Ponyo-R4 ,P-033,4.3476984,-72.7335938,Estructura en retención con cadena de aisladores de 8 discos en la fase de la mitad ,P,1,Retención,14,null,Sí,Grapas y dps ,1,,Doble,,2,2,Cadenas de aisladores,null,null,null,1,1,1,No,3 dps,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_151852_8322066987814955636.jpg,,,,,,
5/29/2025 15:10,,Ponyo ,Ponyo-R4 ,P-034,4.3476984,-72.7335938,,P,1,Suspensión,14,1050,No,,1,1,Sencilla,,null,null,Cadenas de aisladores,1,1,1,null,null,null,No,,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_151313_555379555086885976.jpg,,,,,,
5/29/2025 15:07,,Ponyo ,Ponyo-R4 ,P-035,4.3476984,-72.7335938,,P,1,Suspensión,14,1050,No,,1,1,Sencilla,,null,null,Aislador,1,1,1,null,null,null,No,,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_150958_4995483252540070945.jpg,,,,,,
5/29/2025 15:01,,R4,Ponyo-R4 ,P-036,4.3476984,-72.7335938,Estructura en retención con cadena de aisladores de 8 discos en la fase de la mitad ,P,1,Retención,14,1050,Sí,Grapas ,1,,Doble,,2,2,Cadenas de aisladores,null,null,null,null,null,null,No,linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_150700_4753569827215432871.jpg,,,,,,
5/29/2025 14:55,,Ponyo ,Ponyo-R4 ,P-037,4.3476984,-72.7335938,Estructura en retención con derivación para cambio de ángulo, 1 dps de la mitad ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,P,1,Retención,16,1350,Sí,grapas y templetes ,1,1,Doble,,3,3,Cadenas de aisladores,null,null,null,0,1,0,No,linepost y 1 dps ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_150143_7445427825552574936.jpg,,,,,,,,,,,,,
5/29/2025 14:50,,Ponyo ,Ponyo-R4 ,P-038,4.3476984,-72.7335938,Estructura en retención con cadena de aisladores de 8 discos en fase de la mitad y 2 dps en fases externas ,P,1,Retención,16,1050,Sí,Grapas y dps,1,,Doble,,2,2,Cadenas de aisladores,null,null,null,1,0,1,No,linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_145433_5558482283258642060.jpg,,,,,,
5/29/2025 14:47,,Ponyo ,Ponyo-R4 ,P-039,4.3476984,-72.7335938,Estructura de paso con cruceta superior con cadena de aisladores en suspensión sin uso evidente ,P,1,Otro,14,1050,Sí,Aisladores ,1,1,Sencilla,,null,null,Pin,1,1,1,null,null,null,No,cadena de aisladores en suspensión sin uso evidente ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_145021_6184141875368580535.jpg,,,,,,
5/29/2025 14:43,,Ponyo ,Ponyo-R4 ,P-040,4.3476984,-72.7335938,Estructura de paso con cruceta superior con cadena de aisladores en suspensión sin uso evidente ,P,1,Otro,14,null,Sí,Aisladores ,1,1,Sencilla,,null,null,Pin,1,1,1,null,null,null,No,cadena de aisladores en suspensión sin uso evidente ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_144743_3622816633804010688.jpg,,,,,,
5/29/2025 14:41,,Ponyo ,Ponyo-R4 ,P-041,4.3476984,-72.7335938,Estructura de paso con cruceta superior con cadena de aisladores en suspensión sin uso evidente y 1 dps para la fase de la mitad ,P,1,Otro,14,1050,Sí,Aisladores y dps ,1,1,Sencilla,,null,null,Pin,1,1,1,0,1,0,No,cadena de aisladores en suspensión sin uso evidente y 1 dps ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_144331_3450000803746010005.jpg,,,,,,
5/29/2025 14:35,,Ponyo ,Ponyo-R4 ,P-042,,,,P,1,Retención,14,null,Sí,Grapas y templetes,1,,Doble,,3,3,Cadenas de aisladores,null,null,null,1,0,1,No,2 dps y linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_144107_7264488766267989405.jpg,,,,,,
5/29/2025 14:31,,Ponyo ,Ponyo-R4 ,P-043,4.3476984,-72.7335938,Estructura de paso con cruceta superior con cadena de aisladores en suspensión sin uso evidente ,P,1,Otro,14,1050,Sí,Aisladores ,1,1,Sencilla,,null,null,Pin,1,1,1,null,null,null,No,cadena de aisladores en suspensión sin uso evidente ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_143516_1989869781990899385.jpg,,,,,,
5/29/2025 14:27,,Ponyo ,Ponyo-R4 ,P-044,4.3476984,-72.7335938,Estructura de paso con cruceta superior con cadena de aisladores en suspensión sin uso evidente y 1 dps en fase de la mitad ,P,1,Otro,14,1050,Sí,Aisladores ,1,,Sencilla,,null,null,Aislador,1,1,1,0,1,0,No,cadena de aisladores en suspensión sin uso evidente ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_143100_2828500916098751842.jpg,,,,,,
5/29/2025 14:22,,Ponyo ,Ponyo-R4 ,P-045,4.3476984,-72.7335938,Estructura retención con cadena de aisladores de 8 discos en fase de la mitad y 2 dps en fases externas ,P,1,Retención,14,null,Sí,Grapas ,1,,Doble,,3,3,Cadenas de aisladores,null,null,null,1,0,1,No,2 dps y linepost ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_142640_3569643057688721960.jpg,,,,,,
5/29/2025 14:19,,Ponyo ,Ponyo-R4 ,P-046,4.3476984,-72.7335938,Estructura de paso con cruceta superior con cadena de aisladores en suspensión sin uso evidente ,P,1,Otro,14,1050,Sí,Aisladores ,1,1,Sencilla,,null,null,Pin,1,1,1,null,null,null,No,Cadena de aisladores en suspensión sin uso evidente ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_142245_3392926549090818085.jpg,,,,,,
5/29/2025 14:14,,Ponyo ,Ponyo -R4 ,P-947,4.3476984,-72.7335938,Estructura de paso con cruceta superior con cadena de aisladores en suspensión sin uso evidente ,P,1,Otro,14,null,Sí,Aisladores ,1,1,Sencilla,,null,null,Pin,1,1,1,null,null,null,Sí,cadena de aisladores en suspensión sin uso evidente ,2,null,null,null,/storage/emulated/0/Download/RegistrosExportados/JPEG_20250529_141923_2847975976524967997.jpg,,,,,,
